,starts,ends
0,138.805,161.87
1,322.03,329.829
2,423.673,426.509
3,440.69,447.781
4,461.461,463.046
5,466.466,470.804
6,478.812,489.823
7,585.585,607.941
8,617.951,628.127
9,658.658,666.541
10,872.163,878.336
11,1070.653,1086.335
12,1614.154,1629.711
13,1775.399,1790.622
14,2166.373,2175.59
15,2181.888,2182.514
16,2255.42,2260.467
17,2379.544,2383.631
18,2386.676,2392.557
19,2396.686,2397.353
20,2398.605,2402.692
21,2515.138,2522.729
22,2621.452,2627.291
23,2716.422,2717.048
