,starts,ends
0,83.22903629536921,84.39716312056738
1,85.5235711305799,86.10763454317897
2,87.52607425949104,88.4438881935753
3,127.7430120984564,128.20191906549854
4,138.8819357530246,140.17521902377973
5,143.2206925323321,149.1447642886942
6,154.31789737171465,155.27743012098458
7,226.49144764288695,231.45598664997914
8,234.4180225281602,235.04380475594493
9,246.89194826866918,248.3521068001669
10,273.0913642052566,273.25823946599917
11,282.4780976220276,283.60450563204006
12,288.2352941176471,288.7776387150605
13,294.4931163954944,295.6195244055069
14,303.8381309970797,304.6725073007927
15,380.8510638297873,383.0621610346266
16,413.6837713808928,414.1426783479349
17,437.8806841885691,439.7163120567376
18,460.49228201919067,461.57697121401753
19,471.75636211931584,474.8018356278682
20,475.8448060075094,477.17980809345016
21,482.89528577388404,483.2707551105549
22,494.74342928660826,495.2440550688361
23,498.66499791405926,499.8748435544431
24,599.4159365874009,600.1668752607426
25,627.2423863162287,628.2853566958698
26,722.0692532332082,722.9453483521069
27,727.7430120984565,729.9123904881102
28,731.7897371714644,733.7088026700042
29,736.6291197329996,737.7555277430122
30,748.6858573216521,750.1877346683355
31,754.6516478931999,755.1939924906133
32,760.2002503128912,761.5352523988319
33,762.5365039632875,762.7868168544014
34,779.1405924071756,780.1835627868169
35,786.6499791405924,787.6095118898623
36,790.8218606591573,791.6145181476846
37,793.6170212765958,794.1593658740093
38,820.1501877346684,821.1514392991239
39,838.5899040467251,839.424280350438
40,871.506049228202,872.3821443471006
41,875.8030871923238,877.430120984564
42,880.642469753859,883.6462244472258
43,954.1927409261577,954.7350855235712
44,982.436378806842,990.2377972465582
45,992.3654568210263,995.1606174384648
46,1010.1793909052983,1011.764705882353
47,1189.7788902795162,1190.6549853984147
48,1380.308719232374,1381.351689612015
49,1422.9870671672925,1424.2803504380477
50,1436.6291197329997,1437.546933667084
51,1442.052565707134,1443.1789737171464
52,1450.0625782227785,1454.151022110972
53,1455.4025865665417,1456.9044639132248
54,1463.5794743429287,1464.497288277013
55,1480.8510638297873,1482.060909470171
56,1579.1405924071757,1580.183562786817
57,1587.901543596162,1589.7788902795162
58,1594.1593658740092,1595.369211514393
59,1597.622027534418,1598.581560283688
60,1600.7509386733418,1603.5878181059659
61,1607.1756362119318,1608.3437630371297
62,1609.762202753442,1611.5143929912392
63,1612.5156445556947,1613.6003337505215
64,1614.6433041301627,1615.310805173133
65,1669.5452649144765,1671.4226115978306
66,1684.7726324572384,1685.6904463913227
67,1686.9837296620776,1687.9849812265331
68,1723.8214434710055,1725.1147267417607
69,1733.4584897788905,1734.9603671255736
70,1742.4697538589905,1743.0538172715897
71,1744.1385064664164,1746.3496036712559
72,1747.6846057571966,1748.1852315394244
73,1761.410095953275,1761.7438464747602
74,1825.8239465999166,1827.5344180225281
75,1835.878181059658,1836.7959949937422
76,1842.9703796412182,1844.5139758030873
77,1846.0158531497707,1846.808510638298
78,1861.8272841051314,1862.5782227784732
79,1942.2194409678766,1942.9703796412182
80,1957.6971214017524,1957.9891531080518
81,2046.6416353775553,2047.9766374634962
82,2123.529411764706,2124.363788068419
83,2130.538172715895,2131.5394242803504
84,2142.5114726741763,2143.2624113475176
85,2156.320400500626,2157.0713391739678
86,2180.6841885690446,2181.643721318315
87,2182.561535252399,2183.020442219441
88,2183.646224447226,2184.105131414268
89,2184.9812265331666,2185.52357113058
90,2189.820609094702,2190.32123487693
91,2190.9887359199,2191.239048811014
92,2231.9148936170213,2232.540675844806
93,2246.349603671256,2247.851481017939
94,2277.8890279516063,2278.389653733834
95,2306.090947017105,2306.299541093033
96,2317.6470588235297,2319.607843137255
97,2335.0855235711306,2339.924906132666
98,2347.142261159783,2349.311639549437
99,2353.566958698373,2353.900709219858
100,2355.6528994576556,2359.2407175636213
101,2380.2670004171882,2383.771380892783
102,2386.3996662494787,2387.3591989987485
103,2401.2515644555697,2401.8356278681686
104,2409.9290780141846,2410.972048393826
105,2412.8076762619944,2413.224864413851
106,2419.6495619524408,2421.068001668753
107,2426.241134751773,2426.7834793491866
108,2434.8769294952026,2435.7113057989154
109,2441.0513141426786,2443.6378806841885
110,2444.9311639549437,2446.0575719649564
111,2468.919482686692,2469.2115143929914
112,2494.6599916562373,2495.7029620358785
113,2504.8393825615353,2505.0896954526493
114,2515.7279933249897,2516.145181476846
115,2756.4038381309974,2756.821026282854
116,2766.2077596996246,2767.4593241551943
117,2770.7551105548605,2771.756362119316
118,2790.2377972465583,2791.447642886942
119,2800.5423445974134,2800.750938673342
120,2805.8823529411766,2807.1756362119318
121,2810.7634543178974,2811.5978306216107
122,2813.7254901960787,2816.9378389653734
123,2818.272841051314,2819.023779724656
124,2829.9123904881103,2830.4547350855237
125,2871.0054234459744,2872.3821443471006
126,2878.848560700876,2879.8080934501463
127,2881.226533166458,2883.1873174801835
128,2893.3249895702966,2893.742177722153
129,2896.7459324155197,2898.6649979140593
130,2903.003754693367,2903.671255736337
131,2911.4726741760537,2913.0162703379224
132,2923.070504797664,2923.654568210263
133,2944.347100542345,2944.7642886942012
134,2953.1497705465167,2953.5252398831876
135,2956.654151022111,2957.154776804339
136,2960.325406758448,2960.867751355862
137,2964.163537755528,2964.5807259073845
138,2967.7513558614937,2968.0851063829787
139,2971.297455152274,2971.7146433041303
140,2974.7601168126826,2975.219023779725
