,starts,ends
0,76.9712140175219,79.01543596161869
1,83.22903629536921,88.4438881935753
2,90.36295369211514,91.48936170212767
3,93.4084272006675,95.53608677513559
4,100.70921985815603,104.9645390070922
5,127.7430120984564,128.20191906549854
6,138.8819357530246,140.17521902377973
7,143.2206925323321,149.1447642886942
8,154.31789737171465,155.27743012098458
9,156.48727576136838,157.90571547768045
10,185.73216520650814,187.3174801835628
11,213.68377138089278,215.3942428035044
12,217.39674593241554,218.9820609094702
13,222.31956612432208,231.45598664997914
14,233.16645807259076,236.1284939507718
15,246.89194826866918,249.35335836462247
16,250.73007926574886,252.5657071339174
17,266.3329161451815,268.16854401335
18,273.0913642052566,273.25823946599917
19,277.30496453900713,277.8890279516062
20,282.4780976220276,283.60450563204006
21,286.3996662494785,288.7776387150605
22,293.24155193992493,295.6195244055069
23,298.3312473925741,300.29203170629955
24,301.91906549853985,304.6725073007927
25,316.39549436795994,317.56362119315816
26,335.0855235711306,336.2953692115144
27,352.2736754276179,354.19274092615774
28,368.293700458907,369.96245306633296
29,380.8510638297873,383.0621610346266
30,413.6837713808928,414.1426783479349
31,432.4572382144347,433.375052148519
32,437.00458906967043,439.7163120567376
33,460.49228201919067,461.57697121401753
34,471.75636211931584,477.8890279516062
35,482.186065915728,483.2707551105549
36,494.74342928660826,496.32874426366294
37,498.66499791405926,499.8748435544431
38,531.2473925740509,532.4155193992491
39,554.401335002086,556.4455569461827
40,593.6587400917814,595.2857738840218
41,599.4159365874009,602.0025031289111
42,622.3612849395078,624.7809762202754
43,627.2423863162287,628.2853566958698
44,657.5719649561953,658.8235294117648
45,670.5882352941177,672.215269086358
46,680.0584063412599,682.7701293283271
47,702.4196912807677,703.7129745515227
48,722.0692532332082,722.9453483521069
49,727.7430120984565,733.7088026700042
50,736.6291197329996,738.3395911556112
51,738.8819357530247,739.3408427200668
52,741.927409261577,742.8452231956613
53,746.0158531497706,746.7250730079267
54,748.0600750938673,752.3571130579892
55,754.6516478931999,755.1939924906133
56,760.2002503128912,761.5352523988319
57,762.5365039632875,762.7868168544014
58,777.3466833541928,780.1835627868169
59,784.3554443053818,791.6145181476846
60,792.4488944513976,794.1593658740093
61,820.1501877346684,821.1514392991239
62,838.5899040467251,839.424280350438
63,859.7830621610346,860.450563204005
64,865.1230705047977,868.9194826866917
65,871.506049228202,872.3821443471006
66,874.9687108886108,883.6462244472258
67,942.8035043804756,944.0967876512308
68,954.1927409261577,954.7350855235712
69,976.5957446808511,976.9712140175219
70,978.8485607008762,979.4743429286609
71,982.436378806842,996.6207759699626
72,1009.5953274926993,1011.764705882353
73,1043.7630371297455,1045.848977889028
74,1067.000417188152,1070.921985815603
75,1088.2770129328328,1090.863579474343
76,1167.584480600751,1168.3354192740926
77,1171.6312056737588,1173.758865248227
78,1189.7788902795162,1190.6549853984147
79,1208.2603254067585,1209.261576971214
80,1210.5548602419692,1212.6825198164372
81,1227.9516061743848,1229.1197329995828
82,1237.4634960367125,1238.7567793074677
83,1243.5544430538173,1245.6403838130998
84,1260.575719649562,1262.953692115144
85,1380.308719232374,1381.351689612015
86,1396.662494785148,1398.247809762203
87,1400.6257822277848,1402.0442219440968
88,1422.9870671672925,1425.657071339174
89,1435.4192740926158,1443.1789737171464
90,1448.0183562786817,1448.811013767209
91,1450.0625782227785,1456.9044639132248
92,1457.7805590321236,1459.032123487693
93,1463.5794743429287,1464.497288277013
94,1478.5982478097624,1482.9787234042553
95,1524.1969128076764,1525.2398831873174
96,1527.0337922403005,1530.7467667918231
97,1579.1405924071757,1580.183562786817
98,1587.901543596162,1590.7801418439717
99,1592.8660826032542,1595.369211514393
100,1596.5790571547768,1603.5878181059659
101,1606.42469753859,1608.3437630371297
102,1609.762202753442,1615.310805173133
103,1668.418856904464,1668.8777638715062
104,1669.5452649144765,1672.8410513141428
105,1684.7726324572384,1687.9849812265331
106,1703.7129745515228,1705.590321234877
107,1706.7584480600751,1708.7192323738007
108,1712.7659574468087,1713.4751773049645
109,1722.3195661243221,1727.909887359199
110,1733.4584897788905,1734.9603671255736
111,1742.4697538589905,1746.3496036712559
112,1747.6846057571966,1748.1852315394244
113,1761.410095953275,1762.2027534418023
114,1767.7513558614937,1768.1268251981644
115,1825.8239465999166,1827.5344180225281
116,1835.878181059658,1836.7959949937422
117,1842.9703796412182,1845.5152273675428
118,1846.0158531497707,1846.808510638298
119,1849.895702962036,1852.73258239466
120,1856.195244055069,1857.488527325824
121,1860.7843137254904,1863.2874426366293
122,1942.2194409678766,1942.9703796412182
123,1952.9411764705883,1953.817271589487
124,1957.6971214017524,1958.322903629537
125,2045.6821026282855,2047.9766374634962
126,2113.224864413851,2115.477680433876
127,2123.529411764706,2124.363788068419
128,2130.538172715895,2131.5394242803504
129,2142.5114726741763,2143.2624113475176
130,2156.320400500626,2157.0713391739678
131,2176.261994159366,2178.890279516062
132,2180.6841885690446,2181.643721318315
133,2182.561535252399,2183.020442219441
134,2183.646224447226,2184.105131414268
135,2184.9812265331666,2185.52357113058
136,2189.820609094702,2191.239048811014
137,2230.9553608677516,2232.540675844806
138,2236.795994993742,2237.6303712974554
139,2238.2144347100543,2239.6328744263665
140,2245.264914476429,2250.271172298707
141,2261.1597830621613,2265.123070504798
142,2270.2544847726326,2271.0888610763454
143,2275.7613683771383,2276.136837713809
144,2277.8890279516063,2278.389653733834
145,2291.572799332499,2293.324989570296
146,2306.090947017105,2308.176887776387
147,2311.848143512724,2312.9328327075514
148,2315.5611180642472,2326.36629119733
149,2329.620358781811,2339.924906132666
150,2345.014601585315,2345.6821026282855
151,2347.142261159783,2349.311639549437
152,2353.566958698373,2359.2407175636213
153,2360.7425949103044,2361.4100959532752
154,2365.5819774718398,2366.416353775553
155,2377.47183979975,2383.771380892783
156,2386.3996662494787,2388.5690446391322
157,2401.2515644555697,2403.420942845223
158,2409.9290780141846,2411.5561118064247
159,2412.8076762619944,2413.224864413851
160,2415.894868585732,2417.271589486859
161,2419.6495619524408,2421.068001668753
162,2425.448477263246,2426.7834793491866
163,2433.8339591155614,2446.0575719649564
164,2468.919482686692,2469.7955778055903
165,2478.4313725490197,2480.1001251564458
166,2492.9078014184397,2493.742177722153
167,2494.6599916562373,2495.7029620358785
168,2504.8393825615353,2505.0896954526493
169,2515.7279933249897,2516.145181476846
170,2655.819774718398,2657.2382144347102
171,2689.9874843554444,2691.0304547350856
172,2710.471422611598,2712.223612849395
173,2747.517730496454,2748.5607008760953
174,2752.1902377972465,2752.9411764705883
175,2756.4038381309974,2756.821026282854
176,2760.492282019191,2761.4935335836462
177,2766.2077596996246,2768.544013350021
178,2770.7551105548605,2771.756362119316
179,2776.345431789737,2777.847309136421
180,2782.2695035460993,2786.357947434293
181,2790.2377972465583,2793.57530246141
182,2799.2490613266586,2801.3350020859407
183,2805.0896954526493,2807.1756362119318
184,2809.845640383813,2811.5978306216107
185,2813.7254901960787,2816.9378389653734
186,2818.272841051314,2819.023779724656
187,2828.7859824780976,2832.665832290363
