拒绝捞化！从我做起
撑粤语，抵制普通话
砌距
把“开往”改成“终点站为”了
抹杀中华完整文化可耻
抹杀中华文化可耻
沒香港人也要打压
唔知几时先得了
粤地无粤语
up主你是在挑事么(ﾟoﾟ;
删了就删了
删了又怎样
必须统一普通话 
听不懂普通话？这也来扯
嘉禾乱葬岗
台标瞩目
1
标题党
1
up恶意剪辑
1111
我最讨厌外地来的校长，搞什么傻嗨推普
左上角？
北京猴
1
上海地铁没有上海话
没有粤语证明广东人很自觉，不需要加粤语咯
1
离晒铺
无语
1
我也常坐这条线
三号线
哈哈哈哈哈
文化侵占
1
支持天津地铁广播增加天津话！
上海
上
1
222223
一定要说粤语，粤语很快失传了
只会粤语的人就感染了
民族共同语
证解
屁事真的多，有些站近或者出余别的原因删了就删了
00000
养鸡站
点解可以无视粤语嘅广播，粤语有咩亏待过你？
离晒大谱！！
广州讲粤语 好正常啊
凡亡我粤语者，虽远必诛
粤语粤语
捍卫广东话
1
2222
111
很好⋯⋯⋯再欺負粵語⋯⋯我就再也不說普通話了
前面gd留言吧
1
作为一个广东人，表示删的好
保护各地语言文化
1111
挺好的你最好别来广东
死捞仔
前面那个什么意思?
1111
那吴语地区也要吴语
到站时间段，不够时间播报
全国各地的地铁也没有说方言的
我觉得删的挺好的
时间不够，不要被有心人带节奏
也许时间不够
粤语不要面子啊，英语都有
无聊的坚持
一个站报很多次的，也许是已经到站了
独立尼玛阿独立
这真是广州的耻辱
無語
有很多广州当地老年人不懂普通话，没有粤语报站会带来很多不便
把后面剪上来
这是剪辑的
和独立有什么关系？脑子呢？
因為香港人的關係
厦门都有闽南语  为何广州会删除粤语
1111
支持推广国语普通话！但请不要抹杀地方母语！It's not very rational~
坐过！
去掉了，也没什么影响吧？
1
熟悉的播报
撑粤语
哈哈哈哈哈哈哈
现在不用扫尘车二维码了，毕竟重庆根本就从来不用扫码
我打过
卧槽，熟悉的声音
哪些只会讲普通话自己没有方言的就在那酸吧，我会粤语我自豪哈
1
哈哈啊哈，好熟悉好怀念的播报
成都地铁就完全没有四川话报站，不公平
1
离晒普！！
自己人撑粤语
呃…有心机听这个
不是有粤语吗
可能粤语配音不好找
所以广州人民听不懂普通话是吗
幼儿教育方面才是真的文化入侵，就无见到几个系粤语教学嘅，连儿歌都系煲冬瓜，好多有韵味嘅粤语儿歌都式微了
家喝汪岗 哈哈哈哈哈哈
拒绝捞化！从我做起
撑粤语，抵制普通话
砌距
把“开往”改成“终点站为”了
抹杀中华完整文化可耻
抹杀中华文化可耻
沒香港人也要打压
唔知几时先得了
粤地无粤语
up主你是在挑事么(ﾟoﾟ;
删了就删了
删了又怎样
必须统一普通话 
听不懂普通话？这也来扯
嘉禾乱葬岗
台标瞩目
1
标题党
1
up恶意剪辑
1111
我最讨厌外地来的校长，搞什么傻嗨推普
左上角？
北京猴
1
上海地铁没有上海话
没有粤语证明广东人很自觉，不需要加粤语咯
1
离晒铺
无语
1
我也常坐这条线
三号线
哈哈哈哈哈
文化侵占
1
支持天津地铁广播增加天津话！
上海
上
1
222223
一定要说粤语，粤语很快失传了
只会粤语的人就感染了
民族共同语
证解
屁事真的多，有些站近或者出余别的原因删了就删了
00000
养鸡站
点解可以无视粤语嘅广播，粤语有咩亏待过你？
离晒大谱！！
广州讲粤语 好正常啊
凡亡我粤语者，虽远必诛
粤语粤语
捍卫广东话
1
2222
111
很好⋯⋯⋯再欺負粵語⋯⋯我就再也不說普通話了
前面gd留言吧
1
作为一个广东人，表示删的好
保护各地语言文化
1111
挺好的你最好别来广东
死捞仔
前面那个什么意思?
1111
那吴语地区也要吴语
到站时间段，不够时间播报
全国各地的地铁也没有说方言的
我觉得删的挺好的
时间不够，不要被有心人带节奏
也许时间不够
粤语不要面子啊，英语都有
无聊的坚持
一个站报很多次的，也许是已经到站了
独立尼玛阿独立
这真是广州的耻辱
無語
有很多广州当地老年人不懂普通话，没有粤语报站会带来很多不便
把后面剪上来
这是剪辑的
和独立有什么关系？脑子呢？
因為香港人的關係
厦门都有闽南语  为何广州会删除粤语
1111
支持推广国语普通话！但请不要抹杀地方母语！It's not very rational~
坐过！
去掉了，也没什么影响吧？
1
熟悉的播报
撑粤语
哈哈哈哈哈哈哈
现在不用扫尘车二维码了，毕竟重庆根本就从来不用扫码
我打过
卧槽，熟悉的声音
哪些只会讲普通话自己没有方言的就在那酸吧，我会粤语我自豪哈
1
哈哈啊哈，好熟悉好怀念的播报
成都地铁就完全没有四川话报站，不公平
1
离晒普！！
自己人撑粤语
呃…有心机听这个
不是有粤语吗
可能粤语配音不好找
所以广州人民听不懂普通话是吗
幼儿教育方面才是真的文化入侵，就无见到几个系粤语教学嘅，连儿歌都系煲冬瓜，好多有韵味嘅粤语儿歌都式微了
家喝汪岗 哈哈哈哈哈哈
