,starts,ends
0,27.659574468085108,28.160200250312894
1,76.42886942010847,80.10012515644556
2,83.22903629536921,86.10763454317897
3,87.52607425949104,88.4438881935753
4,127.7430120984564,129.03629536921153
5,143.2206925323321,145.05632040050062
6,147.5177304964539,149.1447642886942
7,150.56320400500627,151.56445556946184
8,154.31789737171465,155.27743012098458
9,226.49144764288695,229.16145181476847
10,230.2044221944097,231.45598664997914
11,234.4180225281602,235.04380475594493
12,246.89194826866918,249.35335836462247
13,250.73007926574886,252.5657071339174
14,255.27743012098458,255.9032123487693
15,260.450563204005,261.3683771380893
16,265.41510221109723,266.29119732999584
17,273.0913642052566,273.25823946599917
18,274.5515227367543,275.177304964539
19,277.30496453900713,277.8890279516062
20,282.4780976220276,283.60450563204006
21,288.2352941176471,288.7776387150605
22,303.8381309970797,304.6725073007927
23,311.68126825198163,312.473925740509
24,317.6053400083438,318.52315394242805
25,329.9541093032958,330.6633291614518
26,349.1030454735086,349.52023362536505
27,371.9649561952441,372.6741760534001
28,382.10262828535673,383.0621610346266
29,392.282019190655,393.70045890696707
30,408.76095118898627,409.67876512307055
31,413.6837713808928,414.1426783479349
32,431.53942428035043,433.375052148519
33,434.8769294952024,435.79474342928665
34,437.00458906967043,440.80100125156446
35,450.22945348352107,450.5214851898206
36,459.741343345849,460.45056320400505
37,465.915727993325,466.5832290362954
38,468.9194826866917,469.7538589904047
39,470.9637046307885,472.3404255319149
40,473.46683354192743,477.8890279516062
41,482.186065915728,484.8143512724239
42,494.74342928660826,496.32874426366294
43,531.2473925740509,532.4155193992491
44,599.4159365874009,600.1668752607426
45,618.1476846057573,619.8164372131831
46,628.3270755110556,630.0792657488528
47,665.8322903629537,666.7083854818524
48,674.4263662911974,675.1773049645391
49,678.3062161034627,680.0166875260743
50,722.0692532332082,722.9453483521069
51,727.7430120984565,729.9123904881102
52,732.9161451814768,733.7088026700042
53,735.7947434292867,739.3408427200668
54,741.927409261577,743.8464747601168
55,746.0158531497706,746.7250730079267
56,748.0600750938673,750.1877346683355
57,751.6896120150188,753.1497705465165
58,754.6516478931999,756.0283687943263
59,758.5314977054652,762.7868168544014
60,776.7626199415937,777.3049645390071
61,787.651230705048,788.5273258239466
62,790.8218606591573,792.407175636212
63,793.6170212765958,794.1593658740093
64,820.1501877346684,821.1514392991239
65,838.5899040467251,839.424280350438
66,859.7830621610346,863.3291614518148
67,871.506049228202,872.3821443471006
68,874.9687108886108,877.430120984564
69,883.6879432624114,884.4806007509387
70,954.1927409261577,954.7350855235712
71,964.372131831456,965.206508135169
72,976.5957446808511,977.7638715060493
73,978.8485607008762,979.4743429286609
74,982.436378806842,983.1455986649979
75,985.273258239466,986.1076345431791
76,987.1923237380059,990.2377972465582
