,starts,ends
0,11.556111806424697,12.80767626199416
1,27.659574468085108,28.160200250312894
2,76.42886942010847,80.10012515644556
3,81.9357530246141,88.4438881935753
4,90.36295369211514,91.48936170212767
5,126.44972882770129,129.03629536921153
6,138.8819357530246,140.17521902377973
7,143.2206925323321,151.56445556946184
8,154.31789737171465,156.44555694618273
9,223.57113057989153,224.5723821443471
10,226.49144764288695,231.45598664997914
11,234.4180225281602,236.1284939507718
12,246.89194826866918,249.35335836462247
13,250.73007926574886,252.5657071339174
14,254.06758448060077,255.9032123487693
15,260.450563204005,261.3683771380893
16,265.41510221109723,266.29119732999584
17,273.0913642052566,273.25823946599917
18,274.5515227367543,275.177304964539
19,277.30496453900713,277.8890279516062
20,280.0166875260743,281.18481435127245
21,282.4780976220276,283.60450563204006
22,288.2352941176471,288.7776387150605
23,293.24155193992493,298.2895285773884
24,303.8381309970797,304.6725073007927
25,311.68126825198163,312.473925740509
26,316.39549436795994,318.52315394242805
27,329.9541093032958,330.6633291614518
28,349.1030454735086,349.52023362536505
29,371.9649561952441,372.6741760534001
30,380.8510638297873,383.0621610346266
31,391.1973299958281,393.70045890696707
32,406.46641635377557,410.93032957864
33,412.473925740509,414.1426783479349
34,429.03629536921153,430.0792657488528
35,431.53942428035043,433.375052148519
36,434.8769294952024,440.80100125156446
37,450.22945348352107,450.5214851898206
38,454.7350855235712,455.94493116395495
39,459.741343345849,461.57697121401753
40,464.74760116812683,466.5832290362954
41,468.9194826866917,478.9319983312474
42,482.186065915728,484.8143512724239
43,494.74342928660826,496.32874426366294
44,498.66499791405926,499.8748435544431
45,531.2473925740509,532.4155193992491
46,599.4159365874009,600.1668752607426
47,618.1476846057573,619.8164372131831
48,623.6545682102628,624.7809762202754
49,627.2423863162287,630.0792657488528
50,650.5214851898206,651.5644555694619
51,657.5719649561953,658.8235294117648
52,665.8322903629537,666.7083854818524
53,674.4263662911974,675.1773049645391
54,677.0546516478933,681.1430955360868
55,689.5285773884023,690.8635794743429
56,701.2098456403838,703.7129745515227
57,722.0692532332082,722.9453483521069
58,727.7430120984565,729.9123904881102
59,731.7897371714644,733.7088026700042
60,735.7947434292867,743.8464747601168
61,745.1397580308719,746.7250730079267
62,748.0600750938673,750.1877346683355
63,751.6896120150188,756.0283687943263
